sample_type,site,timing,plot,location,ak_content,year,treatment
Biomass,3,After,b,Upper,103.05588288037808,2021,Control
Biomass,3,After,c,Lower,177.5277114402037,2021,High Graze
Biomass,3,After,c,Middle,145.16694332864196,2021,High Graze
Biomass,3,After,c,Upper,152.02395986222473,2021,High Graze
Biomass,3,After,d,Lower,57.54310275527681,2021,Mow
Biomass,3,After,d,Middle,71.87767579274106,2021,Mow
Litter,2,After,a,Middle,29.753066847097905,2021,Regular Graze
Litter,2,After,a,Upper,48.33842380983564,2021,Regular Graze
Litter,2,After,b,Lower,56.0488849109153,2021,High Graze
Litter,2,After,b,Middle,68.16582001041593,2021,High Graze
Litter,2,After,b,Upper,66.916492937919,2021,High Graze
Litter,2,After,c,Lower,52.557897565844826,2021,Mow
Litter,2,After,c,Middle,58.34735323433769,2021,Mow
Litter,2,After,c,Upper,59.15011479468374,2021,Mow
Litter,2,After,d,Lower,60.39833771323662,2021,Control
Litter,2,After,d,Middle,43.23367221277411,2021,Control
Litter,2,After,d,Upper,47.09871238641198,2021,Control
Litter,3,After,d,Middle,58.00325008602756,2021,Mow
Litter,3,After,d,Upper,56.3817427514339,2021,Mow
Litter,4,After,a,Lower,65.72957915114193,2021,Regular Graze
Litter,4,After,a,Middle,78.69427822390428,2021,Regular Graze
Litter,4,After,a,Upper,58.83472435912205,2021,Regular Graze
Litter,4,After,b,Lower,57.00070399920411,2021,High Graze
Litter,4,After,b,Middle,61.76844395882207,2021,High Graze
Litter,4,After,b,Upper,30.156302990233797,2021,High Graze
Litter,4,After,c,Lower,68.78933033989011,2021,Control
Litter,4,After,c,Middle,50.178281773077906,2021,Control
Litter,4,After,c,Upper,3.749488868006963,2021,Control
Litter,4,After,d,Lower,71.3714173817931,2021,Mow
Litter,4,After,d,Middle,35.8152679283794,2021,Mow
Litter,4,After,d,Upper,23.89033469674883,2021,Mow
Biomass,2,After,a,Lower,57.38762365432249,2021,Regular Graze
Biomass,2,After,a,Middle,61.694813805927296,2021,Regular Graze
Biomass,2,After,a,Upper,85.42247756032506,2021,Regular Graze
Biomass,2,After,b,Lower,66.90633673204296,2021,High Graze
Biomass,2,After,b,Middle,130.2611123094745,2021,High Graze
Biomass,2,After,b,Upper,139.98251835710045,2021,High Graze
Biomass,2,After,c,Lower,54.90681660381621,2021,Mow
Biomass,2,After,c,Middle,21.47092610075045,2021,Mow
Biomass,2,After,c,Upper,76.53496546440212,2021,Mow
Biomass,2,After,d,Lower,78.11936834136758,2021,Control
Biomass,2,After,d,Middle,23.92917758823994,2021,Control
Biomass,2,After,d,Upper,50.342922882670365,2021,Control
Biomass,3,After,d,Upper,89.48695457145381,2021,Mow
Biomass,4,After,a,Lower,107.14410569206566,2021,Regular Graze
Biomass,4,After,a,Middle,109.30613939389069,2021,Regular Graze
Biomass,4,After,a,Upper,90.64452499389746,2021,Regular Graze
Biomass,4,After,b,Lower,98.15762871478158,2021,High Graze
Biomass,4,After,b,Middle,83.42212778058489,2021,High Graze
Biomass,4,After,b,Upper,87.17198143160876,2021,High Graze
Biomass,4,After,c,Lower,99.91832699735092,2021,Control
Biomass,4,After,c,Middle,73.51131726419,2021,Control
Biomass,4,After,c,Upper,59.34023446253781,2021,Control
Biomass,4,After,d,Lower,120.24518169854913,2021,Mow
Biomass,4,After,d,Middle,59.333863921205676,2021,Mow
Biomass,4,After,d,Upper,53.27218179740298,2021,Mow
Litter,1,Before,a,Lower,29.323179965697026,2021,High Graze
Litter,1,Before,b,Upper,37.071560440208124,2021,Control
Litter,1,Before,c,Lower,34.632404812748035,2021,Regular Graze
Litter,1,Before,d,Middle,32.89805595585527,2021,Mow
Litter,2,Before,a,Lower,62.761674542816145,2021,Regular Graze
Litter,2,Before,a,Middle,32.39837728571917,2021,Regular Graze
Litter,2,Before,a,Upper,18.33360472333203,2021,Regular Graze
Litter,2,Before,b,Lower,75.61890832720974,2021,High Graze
Litter,2,Before,b,Upper,26.584649929705048,2021,High Graze
Litter,2,Before,c,Lower,62.51415691792473,2021,Mow
Litter,2,Before,d,Lower,27.93604530211003,2021,Control
Litter,2,Before,d,Middle,25.92839815130175,2021,Control
Litter,2,Before,d,Upper,41.90218802345934,2021,Control
Litter,3,Before,c,Lower,41.336077721218636,2021,High Graze
Organic,1,After,a,Lower,2.416384148045069,2021,High Graze
Organic,1,After,a,Middle,5.446900444569602,2021,High Graze
Organic,1,After,a,Upper,3.870357359121797,2021,High Graze
Organic,1,After,b,Lower,2.866245455060143,2021,Control
Organic,1,After,b,Middle,2.632253173936907,2021,Control
Organic,1,After,b,Upper,2.508738495324113,2021,Control
Organic,1,After,c,Lower,2.6689944944106028,2021,Regular Graze
Organic,1,After,c,Middle,3.8436257345398013,2021,Regular Graze
Organic,1,After,c,Upper,3.4221625988729154,2021,Regular Graze
Organic,1,After,d,Lower,1.165821144931987,2021,Mow
Organic,1,After,d,Middle,2.2988179849611567,2021,Mow
Organic,1,After,d,Upper,2.764509340943006,2021,Mow
Organic,2,After,a,Lower,1.8791825740767572,2021,Regular Graze
Organic,2,After,a,Middle,2.053371276924239,2021,Regular Graze
Organic,2,After,a,Upper,2.909067847317018,2021,Regular Graze
Organic,2,After,b,Lower,4.07804662341728,2021,High Graze
Organic,2,After,b,Middle,0.9497144178060432,2021,High Graze
Organic,2,After,b,Upper,5.248641616127413,2021,High Graze
Organic,2,After,c,Lower,1.070979238229206,2021,Mow
Organic,2,After,c,Middle,4.939508685306198,2021,Mow
Organic,2,After,c,Upper,4.202224317910824,2021,Mow
Organic,2,After,d,Lower,1.4263943998352868,2021,Control
Organic,2,After,d,Middle,4.290670546824267,2021,Control
Organic,2,After,d,Upper,2.3207428107595462,2021,Control
Organic,3,After,a,Lower,7.399604555514567,2021,Regular Graze
Organic,3,After,a,Middle,5.811040427941594,2021,Regular Graze
Organic,3,After,a,Upper,4.705764777105881,2021,Regular Graze
Organic,3,After,b,Lower,2.9270602174391134,2021,Control
Organic,3,After,b,Middle,9.494143865471626,2021,Control
Organic,3,After,b,Upper,8.673604331452834,2021,Control
Organic,3,After,c,Lower,5.501726551739075,2021,High Graze
Organic,3,After,c,Middle,10.230017127522089,2021,High Graze
Organic,3,After,c,Upper,9.67902512794208,2021,High Graze
Organic,3,After,d,Lower,6.105801078696973,2021,Mow
Organic,3,After,d,Middle,4.948726073803289,2021,Mow
Organic,3,After,d,Upper,6.476371143279928,2021,Mow
Soil,1,After,a,Lower,3.312480694745618,2021,High Graze
Soil,1,After,a,Middle,2.3659124973225385,2021,High Graze
Soil,1,After,a,Upper,4.579752048089427,2021,High Graze
Soil,1,After,b,Lower,1.3941477021763629,2021,Control
Soil,1,After,b,Middle,2.7783453924319548,2021,Control
Soil,1,After,b,Upper,3.4590486695093414,2021,Control
Soil,1,After,c,Lower,1.7792164629217513,2021,Regular Graze
Soil,1,After,c,Middle,2.2610284929482702,2021,Regular Graze
Soil,1,After,c,Upper,4.205888440136977,2021,Regular Graze
Soil,1,After,d,Lower,3.1042586774001495,2021,Mow
Soil,1,After,d,Middle,3.711322968733754,2021,Mow
Soil,1,After,d,Upper,8.249593460305972,2021,Mow
Soil,3,After,a,Middle,2.1408862647084517,2021,Regular Graze
Soil,3,After,a,Upper,2.137768469177322,2021,Regular Graze
Soil,3,After,b,Lower,1.5259127564092108,2021,Control
Soil,3,After,b,Middle,2.630808564261115,2021,Control
Soil,3,After,b,Upper,2.583506963272337,2021,Control
Soil,3,After,c,Lower,2.144013167724092,2021,High Graze
Soil,3,After,c,Middle,1.80285596879638,2021,High Graze
Soil,3,After,c,Upper,2.614310488363675,2021,High Graze
Soil,3,After,d,Lower,1.9032592811768332,2021,Mow
Soil,3,After,d,Middle,1.9315675501085665,2021,Mow
Soil,3,After,d,Upper,1.7383994102784355,2021,Mow
Soil,4,After,a,Lower,1.5702529066455506,2021,Regular Graze
Soil,4,After,a,Middle,1.3086365982264265,2021,Regular Graze
Soil,4,After,a,Upper,1.540159607697552,2021,Regular Graze
Soil,4,After,b,Lower,1.8703656978247611,2021,High Graze
Soil,4,After,b,Middle,2.013531003171825,2021,High Graze
Soil,4,After,b,Upper,1.6065151496598722,2021,High Graze
Soil,4,After,c,Lower,1.5259127564092108,2021,Control
Soil,4,After,c,Middle,1.4077757344557018,2021,Control
Soil,4,After,c,Upper,1.2429690031841987,2021,Control
Soil,4,After,d,Lower,1.2830451899014224,2021,Mow
Soil,4,After,d,Middle,0.8964646907806496,2021,Mow
Soil,4,After,d,Upper,0.6358084624589714,2021,Mow
Organic,1,Before,a,Lower,0.5577266554515443,2021,High Graze
Organic,1,Before,a,Middle,1.2147533083496354,2021,High Graze
Organic,1,Before,a,Upper,1.6541557926494872,2021,High Graze
Organic,1,Before,b,Lower,0.1528118050919928,2021,Control
Organic,1,Before,b,Middle,3.5523161149474483,2021,Control
Organic,1,Before,b,Upper,1.4790436182940587,2021,Control
Organic,1,Before,c,Lower,1.2171224030514385,2021,Regular Graze
Organic,1,Before,c,Middle,2.1166503374793897,2021,Regular Graze
Organic,1,Before,c,Upper,3.1066110928265642,2021,Regular Graze
Organic,1,Before,d,Lower,0.29454960620268217,2021,Mow
Organic,1,Before,d,Middle,2.1217630194539776,2021,Mow
Organic,1,Before,d,Upper,5.715978547357834,2021,Mow
Organic,2,Before,a,Lower,5.416600343186627,2021,Regular Graze
Organic,2,Before,a,Middle,4.760472229491358,2021,Regular Graze
Organic,2,Before,a,Upper,2.5893063508686445,2021,Regular Graze
Organic,2,Before,b,Lower,6.118308183049417,2021,High Graze
Organic,2,Before,b,Middle,4.329884272150114,2021,High Graze
Organic,2,Before,b,Upper,4.758097336884976,2021,High Graze
Organic,2,Before,c,Lower,8.418963199046726,2021,Mow
Organic,2,Before,c,Middle,6.798244282263006,2021,Mow
Organic,2,Before,c,Upper,7.324369119220895,2021,Mow
Organic,2,Before,d,Lower,2.1872756226442895,2021,Control
Organic,2,Before,d,Middle,1.6476318910640093,2021,Control
Organic,2,Before,d,Upper,3.4036473437321004,2021,Control
Organic,3,Before,a,Lower,9.906202994530236,2021,Regular Graze
Organic,4,After,a,Lower,1.9145800342858326,2021,Regular Graze
Organic,4,After,a,Middle,0.9770471385289445,2021,Regular Graze
Organic,4,After,a,Upper,0.7058509226352521,2021,Regular Graze
Organic,4,After,b,Lower,1.518977795987998,2021,High Graze
Organic,4,After,b,Middle,1.5165513138857807,2021,High Graze
Organic,4,After,b,Upper,0.16481801049006417,2021,High Graze
Organic,4,After,c,Lower,1.6408501679319332,2021,Control
Organic,4,After,c,Middle,1.915723124012258,2021,Control
Organic,4,After,c,Upper,1.3815651407046026,2021,Control
Organic,4,After,d,Lower,2.452496392895177,2021,Mow
Organic,4,After,d,Middle,1.6514970619589437,2021,Mow
Organic,4,After,d,Upper,1.1108057284750457,2021,Mow
Soil,2,After,a,Lower,1.1930187589506545,2021,Regular Graze
Soil,2,After,a,Middle,1.3669770232717997,2021,Regular Graze
Soil,2,After,a,Upper,0.6468061432937927,2021,Regular Graze
Soil,2,After,b,Lower,3.4438219294477204,2021,High Graze
Soil,2,After,b,Middle,0.7388039959498568,2021,High Graze
Soil,2,After,b,Upper,2.4496696372602047,2021,High Graze
Soil,2,After,c,Lower,0.7412030697239859,2021,Mow
Soil,2,After,c,Middle,1.6321579309207448,2021,Mow
Soil,2,After,c,Upper,1.548868368021419,2021,Mow
Soil,2,After,d,Lower,0.5599433804476787,2021,Control
Soil,2,After,d,Middle,1.9095569541443502,2021,Control
Soil,2,After,d,Upper,2.0876806122087643,2021,Control
Soil,3,After,a,Lower,1.0969464298356435,2021,Regular Graze
Organic,3,Before,a,Middle,6.163654393710397,2021,Regular Graze
Organic,3,Before,a,Upper,4.632152367723471,2021,Regular Graze
Organic,3,Before,b,Lower,4.875973991951528,2021,Control
Organic,3,Before,b,Middle,7.0031456334648885,2021,Control
Organic,3,Before,b,Upper,9.972185736318107,2021,Control
Organic,3,Before,c,Lower,1.9843676980032785,2021,High Graze
Organic,3,Before,c,Middle,6.647692659842872,2021,High Graze
Organic,3,Before,c,Upper,5.906482144903516,2021,High Graze
Organic,3,Before,d,Lower,5.7882558850076204,2021,Mow
Organic,3,Before,d,Middle,9.581606579182106,2021,Mow
Organic,3,Before,d,Upper,8.913655461540204,2021,Mow
Organic,4,Before,a,Lower,1.2884646772826835,2021,Regular Graze
Organic,4,Before,a,Middle,2.8454029087461326,2021,Regular Graze
Organic,4,Before,a,Upper,0.9101132560228452,2021,Regular Graze
Organic,4,Before,b,Lower,0.9504829913811774,2021,High Graze
Organic,4,Before,b,Middle,0.43752526292903365,2021,High Graze
Organic,4,Before,b,Upper,1.171309487149873,2021,High Graze
Organic,4,Before,c,Lower,1.0298091308569215,2021,Control
Organic,4,Before,c,Middle,0.9249544314208197,2021,Control
Organic,4,Before,c,Upper,0.2441939359254396,2021,Control
Organic,4,Before,d,Lower,2.1582681064369647,2021,Mow
Organic,4,Before,d,Middle,0.7300598327715156,2021,Mow
Organic,4,Before,d,Upper,1.240383095088384,2021,Mow
Soil,1,Before,a,Lower,0.6110019685968784,2021,High Graze
Soil,1,Before,a,Middle,0.5924778473160298,2021,High Graze
Soil,1,Before,a,Upper,1.5308273113244444,2021,High Graze
Soil,1,Before,b,Lower,0.8270578660136652,2021,Control
Soil,1,Before,b,Middle,2.3070777900592687,2021,Control
Soil,1,Before,b,Upper,0.9049882634971419,2021,Control
Soil,1,Before,c,Lower,0.6961412691531128,2021,Regular Graze
Soil,1,Before,c,Middle,0.865838960422006,2021,Regular Graze
Soil,1,Before,c,Upper,2.4500263984845527,2021,Regular Graze
Soil,1,Before,d,Lower,0.5804662737966573,2021,Mow
Soil,1,Before,d,Middle,0.9704062045269192,2021,Mow
Soil,1,Before,d,Upper,2.198496775708856,2021,Mow
Soil,2,Before,a,Lower,1.5241586541115113,2021,Regular Graze
Soil,2,Before,a,Middle,0.7699071530787329,2021,Regular Graze
Soil,2,Before,a,Upper,1.954600417054694,2021,Regular Graze
Soil,2,Before,b,Lower,0.8692714240906759,2021,High Graze
Soil,2,Before,b,Middle,0.7725425320868264,2021,High Graze
Soil,2,Before,b,Upper,1.3540770154736617,2021,High Graze
Soil,2,Before,c,Lower,0.5195814705139064,2021,Mow
Soil,2,Before,c,Middle,1.2784279514615917,2021,Mow
Soil,2,Before,c,Upper,1.8204920904742976,2021,Mow
Soil,2,Before,d,Lower,1.0090548201582694,2021,Control
Soil,2,Before,d,Middle,0.6664339603699073,2021,Control
Soil,2,Before,d,Upper,0.8561199286554337,2021,Control
Soil,3,Before,a,Lower,0.2554104994894789,2021,Regular Graze
Soil,3,Before,a,Middle,0.6132774360337913,2021,Regular Graze
Soil,3,Before,a,Upper,0.9834817145921145,2021,Regular Graze
Soil,3,Before,b,Lower,0.5279893027983236,2021,Control
Soil,3,Before,b,Middle,1.6564125075803817,2021,Control
Soil,3,Before,b,Upper,1.0732977444744811,2021,Control
Soil,3,Before,c,Lower,0.35760974070825174,2021,High Graze
Soil,3,Before,c,Middle,0.956004865147826,2021,High Graze
Soil,3,Before,c,Upper,0.9491468675499221,2021,High Graze
Soil,3,Before,d,Lower,0.8525895445859809,2021,Mow
Soil,3,Before,d,Middle,1.467711168491366,2021,Mow
Soil,3,Before,d,Upper,0.8904077106839299,2021,Mow
Soil,4,Before,a,Lower,0.7231204062010518,2021,Regular Graze
Soil,4,Before,a,Middle,1.3046838511483578,2021,Regular Graze
Soil,4,Before,a,Upper,0.5469874186411419,2021,Regular Graze
Soil,4,Before,b,Lower,0.7879092355628938,2021,High Graze
Soil,4,Before,b,Middle,0.4503650956421287,2021,High Graze
Soil,4,Before,b,Upper,0.26611360849636645,2021,High Graze
Soil,4,Before,c,Lower,0.5352184961862713,2021,Control
Soil,4,Before,c,Middle,0.705534793209781,2021,Control
Soil,4,Before,c,Upper,0.5437266888727892,2021,Control
Soil,4,Before,d,Lower,0.6201514033967431,2021,Mow
Soil,4,Before,d,Middle,0.36288162877766084,2021,Mow
Soil,4,Before,d,Upper,1.4231734531647766,2021,Mow
Biomass,1,Before,a,Lower,129.10758630346476,2020,High Graze
Biomass,1,Before,a,Middle,72.95990403788194,2020,High Graze
Biomass,1,Before,a,Upper,51.60302463603215,2020,High Graze
Biomass,1,Before,b,Lower,81.34790736673123,2020,Control
Biomass,1,Before,b,Middle,96.94541895819438,2020,Control
Biomass,1,Before,b,Upper,69.2914857645304,2020,Control
Biomass,1,Before,c,Lower,148.52436589116212,2020,Regular Graze
Biomass,1,Before,c,Middle,86.82468102763092,2020,Regular Graze
Biomass,1,Before,c,Upper,68.8548237653628,2020,Regular Graze
Biomass,1,Before,d,Lower,83.77971559080905,2020,Mow
Biomass,1,Before,d,Middle,104.2334771201902,2020,Mow
Biomass,1,Before,d,Upper,116.47908094600191,2020,Mow
Biomass,2,Before,a,Lower,66.48741654710273,2020,Regular Graze
Biomass,2,Before,a,Middle,156.31382779392686,2020,Regular Graze
Biomass,2,Before,a,Upper,193.32754952823632,2020,Regular Graze
Biomass,2,Before,b,Lower,130.65064808014284,2020,High Graze
Biomass,2,Before,b,Middle,33.50447631209237,2020,High Graze
Biomass,2,Before,b,Upper,160.03541056071975,2020,High Graze
Biomass,2,Before,c,Lower,145.30841541262023,2020,Mow
Biomass,2,Before,c,Middle,201.75466374412355,2020,Mow
Biomass,2,Before,c,Upper,117.8650956362802,2020,Mow
Biomass,2,Before,d,Lower,115.53763850592884,2020,Control
Biomass,2,Before,d,Middle,111.92786699422797,2020,Control
Biomass,2,Before,d,Upper,106.07967471964017,2020,Control
Biomass,3,Before,a,Lower,86.54416439087005,2020,Regular Graze
Biomass,3,Before,a,Middle,45.52458811738445,2020,Regular Graze
Biomass,3,Before,a,Upper,113.86248355127891,2020,Regular Graze
Biomass,3,Before,b,Lower,200.05537336800614,2020,Control
Biomass,3,Before,b,Middle,134.31681266906992,2020,Control
Biomass,3,Before,b,Upper,118.8380300358002,2020,Control
Biomass,3,Before,c,Lower,187.16765137072346,2020,High Graze
Biomass,3,Before,c,Middle,203.408581799452,2020,High Graze
Biomass,3,Before,c,Upper,177.39050452070188,2020,High Graze
Biomass,3,Before,d,Lower,179.07798545995144,2020,Mow
Biomass,3,Before,d,Middle,107.18512283440673,2020,Mow
Biomass,3,Before,d,Upper,115.44336604631572,2020,Mow
Biomass,4,Before,a,Lower,137.0844865831656,2020,Regular Graze
Biomass,4,Before,a,Middle,142.07928905935427,2020,Regular Graze
Biomass,4,Before,a,Upper,169.307874285039,2020,Regular Graze
Biomass,4,Before,b,Lower,199.26371154707425,2020,High Graze
Biomass,4,Before,b,Middle,196.74184836485628,2020,High Graze
Biomass,4,Before,b,Upper,139.7343796243663,2020,High Graze
Biomass,4,Before,c,Lower,266.2929327218492,2020,Control
Biomass,4,Before,c,Middle,226.1373448438484,2020,Control
Biomass,4,Before,c,Upper,97.21537874994615,2020,Control
Biomass,4,Before,d,Lower,173.79552108528333,2020,Mow
Biomass,4,Before,d,Middle,122.07519895893549,2020,Mow
Biomass,4,Before,d,Upper,102.13086835828737,2020,Mow
Biomass,1,After,a,Lower,57.12635879882569,2020,High Graze
Biomass,1,After,a,Middle,6.7539294997385735,2020,High Graze
Biomass,1,After,a,Upper,39.396131580006745,2020,High Graze
Biomass,1,After,b,Lower,63.08497102258666,2020,Control
Biomass,1,After,b,Middle,2.466124736771012,2020,Control
Biomass,1,After,b,Upper,23.85910081025129,2020,Control
Biomass,1,After,c,Lower,61.33357395092456,2020,Regular Graze
Biomass,1,After,c,Middle,44.956299441469646,2020,Regular Graze
Biomass,1,After,c,Upper,37.69481270515762,2020,Regular Graze
Biomass,1,After,d,Lower,56.49599276776953,2020,Mow
Biomass,1,After,d,Middle,3.457826440801593,2020,Mow
Biomass,1,After,d,Upper,8.385562254851186,2020,Mow
Biomass,2,After,a,Lower,44.2224526596748,2020,Regular Graze
Biomass,2,After,a,Middle,73.18822560702426,2020,Regular Graze
Biomass,2,After,a,Upper,81.36343466629216,2020,Regular Graze
Biomass,2,After,b,Lower,77.08188046660119,2020,High Graze
Biomass,2,After,b,Middle,95.48104827452039,2020,High Graze
Biomass,2,After,b,Upper,89.75014092277709,2020,High Graze
Biomass,2,After,c,Lower,70.17162969373996,2020,Mow
Biomass,2,After,c,Middle,59.730816710171425,2020,Mow
Biomass,2,After,c,Upper,46.075962467107246,2020,Mow
Biomass,2,After,d,Lower,44.53795606917043,2020,Control
Biomass,2,After,d,Middle,5.752241324460256,2020,Control
Biomass,2,After,d,Upper,37.354373832546415,2020,Control
Biomass,3,After,a,Lower,5.487856398243679,2020,Regular Graze
Biomass,3,After,a,Middle,9.799945552619086,2020,Regular Graze
Biomass,3,After,a,Upper,27.322008911398463,2020,Regular Graze
Biomass,3,After,b,Lower,57.40254591968941,2020,Control
Biomass,3,After,b,Middle,82.06941831440326,2020,Control
Biomass,3,After,b,Upper,9.880642667490063,2020,Control
